GeneID	Length	X1h.m1.t.sort.bam	X1h.m1.u.sort.bam	X1h.m2.t.sort.bam	X1h.m2.u.sort.bam	X1h.m3.t.sort.bam	X1h.m3.u.sort.bam	X6h.m1.t.sort.bam	X6h.m1.u.sort.bam	X6h.m2.t.sort.bam	X6h.m2.u.sort.bam	X6h.m3.t.sort.bam	X6h.m3.u.sort.bam
Rab5b	3180	411	400	581	500	462	381	595	248	574	321	390	425
Cdk2	2432	65	61	86	84	99	67	104	43	107	52	90	68
Pmel	2130	0	0	0	0	1	0	0	0	0	1	2	1
Dgka	2815	49	41	68	57	37	33	44	18	49	17	46	45
Wibg	1491	42	48	75	42	67	48	60	34	62	31	43	50
Mmp19	3453	158	53	163	90	94	44	72	75	56	44	62	107
Tmem198b	2335	37	21	51	52	56	30	59	8	88	26	49	40
Dnajc14	4229	333	288	406	341	336	283	427	181	473	273	347	336
Ormdl2	2055	91	65	119	68	99	85	124	73	129	64	113	109
Sarnp	1062	65	35	84	67	80	57	202	46	120	48	83	72
Gdf11	1811	0	0	0	1	0	0	0	0	0	0	0	1
Cd63	1037	1924	2047	2636	2184	1983	1838	3939	1580	3427	1910	3584	2492
Rdh5	1261	1	4	3	0	4	4	0	1	5	1	2	4
Bloc1s1	550	63	50	68	51	61	60	131	40	101	47	77	74
Itga7	4022	0	0	2	4	2	3	0	0	0	1	0	0
Mettl7b	1227	0	0	0	0	0	0	0	0	0	0	0	0
Olfr9	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr763	930	0	0	0	0	0	0	0	0	0	0	0	0
Olfr764	978	0	0	0	0	0	0	0	0	0	0	0	0
Olfr765	930	0	0	0	0	0	0	0	0	0	0	0	0
Olfr766	978	0	0	0	0	0	0	0	0	0	0	0	0
Olfr767	930	0	0	0	0	0	0	0	0	0	0	0	0
Olfr768	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr769	939	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862148	672	0	0	0	0	0	0	0	0	0	0	0	0
Olfr770	936	0	0	0	0	0	0	0	0	0	0	0	0
Olfr771	954	0	0	0	0	0	0	0	0	0	0	0	0
Olfr772	1004	0	0	0	0	0	0	0	0	0	0	0	0
Olfr773	936	0	0	0	0	0	0	0	0	0	0	0	0
Olfr774	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr775	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr776	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr777	936	0	0	0	0	0	0	0	0	0	0	0	0
Olfr780	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr781	936	0	0	0	0	0	0	0	0	0	0	0	0
Olfr782	945	0	0	0	0	0	4	0	0	0	0	0	0
Olfr784	960	0	0	0	0	0	0	0	0	0	0	0	0
Olfr786	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr787	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr788	936	0	0	0	0	0	0	0	0	0	0	0	0
Olfr790	969	0	0	0	0	0	0	0	0	0	0	0	0
Olfr791	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr792	936	0	0	0	0	0	0	0	0	0	0	0	0
Olfr794	963	0	0	0	0	0	0	0	0	0	0	0	0
Olfr796	933	0	0	0	0	0	0	0	0	0	0	0	0
Olfr798	936	0	0	0	0	0	0	0	0	0	0	0	0
Olfr799	936	0	0	0	0	0	0	0	0	0	0	0	0
Olfr800	936	0	0	0	0	0	0	0	0	0	0	0	0
Olfr801	957	0	0	0	0	0	0	0	0	0	0	0	0
Olfr802	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr803	927	0	0	0	0	0	0	0	0	0	0	0	0
Olfr804	945	0	0	0	0	0	2	0	0	0	0	0	0
Olfr805	960	0	0	0	0	0	0	0	0	0	0	0	0
Olfr806	942	0	0	0	0	0	0	0	0	0	0	0	0
Olfr807	936	0	0	0	0	0	0	0	0	0	0	0	0
Olfr808	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr809	987	0	0	0	0	0	0	0	0	0	0	0	0
Olfr810	939	0	0	0	0	1	0	0	0	0	0	0	0
Olfr811	960	0	0	0	0	0	0	0	0	0	0	0	0
Olfr812	933	0	0	0	0	0	0	0	0	0	0	0	0
Olfr813	933	0	0	0	0	0	0	0	0	0	0	0	0
Olfr814	933	0	0	0	0	0	0	0	0	0	0	0	0
Olfr815	951	0	0	0	0	0	0	0	0	0	0	0	0
Olfr816	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr818	957	0	0	0	0	0	0	0	0	0	0	0	0
Olfr819	963	0	0	0	0	0	0	0	0	0	0	0	0
Olfr247	945	0	0	0	0	0	0	0	0	0	0	0	0
Olfr820	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr821	933	0	0	0	0	0	0	0	0	0	0	0	0
Olfr822	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr823	948	0	0	0	0	0	0	0	0	0	0	0	0
Olfr824	948	0	0	0	0	0	0	0	0	0	0	0	0
Olfr825	963	0	0	0	0	0	0	0	0	0	0	0	0
Olfr826	942	0	0	0	0	0	0	0	0	0	0	0	0
Olfr827	969	0	0	0	0	0	0	0	0	0	0	0	0
Neurod4	3345	0	0	0	0	0	0	0	0	0	0	0	0
5830405N20Rik	1694	0	2	3	3	1	0	0	0	5	4	3	7
Vmn2r84	2550	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r85	2553	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r86	2547	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r87	2547	0	0	0	0	0	0	0	0	0	0	0	0
LOC434624	729	2	0	1	0	2	3	1	1	0	0	1	1
Pisd-ps1	2857	45	38	61	44	70	41	79	33	53	26	54	44
Sfi1	4025	573	468	892	737	874	692	1184	309	928	463	637	717
Eif4enif1	4230	185	160	246	248	250	190	293	135	297	145	190	241
Drg1	1524	167	201	249	188	220	191	310	113	286	192	295	252
Patz1	3482	22	15	34	15	26	18	56	12	35	13	33	25
Gm12592	3553	0	0	0	0	0	0	0	0	0	0	0	0
Gm11944	869	7	4	6	1	1	3	0	3	1	0	2	10
Pik3ip1	2243	4	0	8	4	1	1	0	0	3	4	4	1
Limk2	5047	57	42	84	65	79	68	80	31	91	44	87	85
Rnf185	2867	122	112	169	147	123	119	180	74	150	94	129	124
8430429K09Rik	2583	5	4	10	10	7	6	13	11	6	4	7	2
Pla2g3	2623	0	0	0	0	0	0	0	0	3	0	0	1
Inpp5j	3473	4	2	15	8	3	6	4	5	2	3	10	7
Selm	872	17	16	30	17	23	12	8	10	31	9	19	19
Smtn	3387	14	20	30	25	25	15	46	7	21	7	16	25
Tug1	6675	371	315	541	377	513	400	726	207	637	351	406	510
Morc2a	5238	205	210	284	236	255	192	387	140	341	208	249	265
Osbp2	4097	0	0	0	0	0	0	0	0	0	0	0	0
4921536K21Rik	2618	1	3	3	4	2	0	0	0	1	4	1	6
Dusp18	4632	17	39	34	34	23	27	21	26	39	24	42	40
LOC100862138	970	1	0	0	0	0	0	0	0	0	0	0	0
Slc35e4	3059	98	124	117	109	118	69	274	90	140	82	108	131
Tcn2	2133	291	195	398	313	259	205	387	130	393	184	243	299
4930556J24Rik	1220	0	0	0	0	0	0	0	2	0	0	0	0
Pes1	2911	219	209	267	185	227	216	346	127	342	188	220	249
Gal3st1	2043	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862181	569	0	0	0	0	0	0	0	0	0	0	0	0
Sec14l4	2956	0	0	0	0	0	0	0	0	0	0	0	0
Sec14l3	3928	0	0	0	0	0	0	0	0	0	0	0	0
Mtfp1	1396	7	8	6	5	5	9	7	5	6	3	8	5
Sec14l2	2529	1	1	1	1	0	3	13	3	2	0	4	1
Rnf215	1937	34	17	41	22	42	37	16	16	43	23	33	34
Mir3060	83	0	0	0	3	1	1	0	0	0	1	6	2
Ccdc157	5153	28	12	32	14	30	23	0	6	24	10	15	23
Sf3a1	4916	192	207	271	223	244	214	378	134	259	135	217	250
Tbc1d10a	1913	42	31	59	43	46	42	128	28	65	23	57	47
Gatsl3	1548	13	1	5	2	17	4	17	12	1	11	4	8
Osm	1907	27	63	38	90	119	84	98	38	65	40	52	55
Lif	4040	12	22	12	21	44	41	90	18	28	31	21	36
Hormad2	1343	0	0	1	0	1	0	0	0	0	0	0	0
Mtmr3	5674	394	325	514	467	486	415	776	251	568	367	403	442
Gm11961	1562	0	0	0	0	0	0	0	0	0	0	0	0
Ascc2	2604	163	162	202	180	170	187	207	86	219	100	158	184
Uqcr10	441	88	98	93	85	79	87	157	75	117	66	113	87
Zmat5	789	36	24	44	23	27	36	31	20	43	27	30	27
Cabp7	699	0	0	0	0	0	0	0	0	0	0	0	0
Nf2	5298	431	238	395	283	344	290	409	185	500	253	286	305
Nipsnap1	1874	26	14	18	15	27	12	25	7	32	16	17	17
Thoc5	2235	101	113	146	130	147	113	260	85	197	92	129	152
Nefh	3994	0	0	0	0	0	0	0	0	0	0	0	0
Ap1b1	4543	207	228	266	249	268	246	365	136	276	150	195	224
Gm10278	2826	0	0	0	0	0	0	0	0	0	0	0	0
Gas2l1	5403	68	70	62	81	97	72	158	50	161	56	99	107
Rasl10a	1108	0	0	0	0	0	0	0	0	0	0	0	0
Ewsr1	2400	572	506	715	550	680	576	955	465	896	501	639	799
Rhbdd3	1821	25	36	34	33	27	22	73	11	32	28	26	24
Emid1	1911	0	0	0	0	0	0	0	0	0	0	0	0
Kremen1	4908	106	86	134	126	122	96	143	83	167	88	144	136
Znrf3	6306	10	8	11	9	5	6	13	11	15	14	12	12
Xbp1	1800	373	454	522	464	509	445	988	284	553	384	515	455
Ccdc117	3402	81	76	119	111	92	64	181	41	148	61	97	100
Ankrd36	4491	0	0	0	0	1	0	0	0	0	0	0	0
Gm11964	444	2	1	6	3	4	5	1	2	0	0	0	4
Mrps24	1007	43	52	67	36	50	37	93	37	119	45	81	63
Urgcp	5611	83	99	116	133	113	84	252	47	107	68	107	104
2210015D19Rik	1840	33	42	55	60	64	41	84	27	59	30	45	58
Dbnl	2369	262	236	527	434	421	373	411	190	514	248	448	481
Pgam2	906	0	0	0	0	0	0	0	0	0	0	0	0
Polm	2925	39	49	54	62	57	42	21	21	50	34	53	57
Aebp1	4049	17	24	64	75	63	72	72	30	65	25	45	74
Pold2	1610	26	6	18	12	23	11	17	4	8	6	23	15
Myl7	590	0	0	0	0	0	0	0	0	0	0	0	0
Gck	2245	0	0	0	0	0	0	0	0	0	0	0	0
Ykt6	2476	447	395	563	471	403	372	716	259	575	284	480	427
Camk2b	4190	0	1	0	0	0	0	0	0	0	0	0	0
LOC100861932	469	1	0	0	0	0	0	0	0	1	0	0	0
Nudcd3	3963	290	272	520	454	403	384	486	178	410	267	414	419
Gm11968	824	13	14	8	10	7	11	25	3	23	5	13	9
Npc1l1	4571	0	0	1	0	1	0	0	0	0	0	0	0
Ddx56	3287	110	98	123	109	115	91	147	63	145	111	148	115
LOC100861956	701	0	0	0	0	0	0	9	0	0	0	0	0
Tmed4	1625	238	225	359	253	226	172	253	153	330	191	250	249
Ogdh	6984	806	650	878	606	734	558	1150	397	758	494	710	778
Zmiz2	4203	466	342	548	425	465	364	618	278	538	303	388	511
Ppia	736	2462	2342	3026	2454	2338	2134	3528	1634	2668	1600	2619	2284
H2afv	1636	9	6	14	10	15	9	30	2	15	8	14	17
Purb	8478	521	451	620	464	668	478	765	316	833	502	672	693
Myo1g	3307	573	451	614	453	577	426	1021	330	728	343	500	541
LOC100861985	418	0	0	0	0	0	0	0	0	0	0	0	0
Gm11974	592	11	12	10	16	20	12	0	3	19	19	20	20
Ccm2	2104	78	87	133	107	105	92	197	78	152	74	146	114
Nacad	4893	0	0	0	0	0	0	0	0	0	0	0	1
Tbrg4	3139	92	94	124	97	95	71	195	47	152	52	77	102
Snora5c	101	0	1	3	0	3	0	0	4	1	2	2	0
Wap	562	0	0	0	0	0	0	0	0	0	0	0	0
Gm11978	1306	0	0	0	0	0	0	0	0	0	0	0	0
Ramp3	1221	2	3	8	4	13	7	12	2	2	11	6	5
Gm11981	664	0	0	0	0	0	0	0	0	0	0	0	0
Gm11983	549	0	0	0	0	0	0	0	0	0	0	0	0
Adcy1	12259	0	0	0	2	1	1	0	1	3	0	4	3
Gm11985	1003	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp1	1520	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp3	2447	0	0	1	2	0	2	0	0	6	0	0	2
Gm19752	571	1	1	0	1	4	0	1	1	4	2	0	4
Tns3	7483	792	835	1516	1287	1204	1025	1230	486	1356	762	1002	1250
Pkd1l1	7915	0	0	0	0	0	0	0	0	0	0	0	0
Hus1	4581	73	62	75	60	79	65	146	37	101	62	65	71
Sun3	1205	0	0	0	0	0	0	0	0	0	0	0	0
Gm11992	2400	0	0	2	0	0	0	0	0	0	0	0	0
Upp1	1532	85	410	181	368	317	319	479	125	130	103	144	146
Abca13	16011	3	0	2	2	2	1	0	0	0	1	0	0
Vwc2	3578	0	0	0	0	0	0	0	0	0	0	0	0
Zpbp	3845	3	3	2	1	4	0	0	0	4	2	3	1
Gm5429	2917	1	3	5	2	1	1	0	0	0	1	8	3
4930415F15Rik	753	3	0	0	1	0	0	0	0	2	0	1	0
Ikzf1	5163	305	213	308	184	258	200	501	214	410	250	300	328
Fignl1	2974	9	10	6	8	6	7	31	4	0	6	13	8
Ddc	2089	0	0	0	0	0	1	0	0	0	0	0	0
1700042O10Rik	1075	0	0	0	0	0	0	0	0	0	0	0	0
Grb10	5158	6	2	7	7	10	11	0	10	16	3	19	20
Cobl	5618	0	0	1	0	1	0	0	0	0	0	0	0
Gm12002	1803	0	0	0	0	0	0	0	0	0	0	0	0
1700046C09Rik	562	0	0	0	0	0	0	0	0	0	0	0	0
Pom121l12	1077	0	0	0	0	0	0	0	0	0	0	0	0
Vstm2a	3629	0	0	0	0	0	0	0	0	2	0	0	0
Sec61g	779	108	105	158	131	126	131	351	117	199	118	174	151
Gm12663	2059	28	20	37	32	34	31	49	22	49	29	16	35
Egfr	6438	16	12	22	22	20	28	65	12	23	18	13	54
E230015J15Rik	4103	0	0	0	0	0	0	0	0	0	0	0	0
2810442I21Rik	3137	0	3	3	0	2	0	0	0	2	0	0	0
Fbxo48	2117	5	4	1	2	7	3	8	2	1	4	1	3
Plek	4117	3166	3546	3335	2656	3113	3018	7244	2104	6206	2980	5213	4041
Cnrip1	1539	8	6	11	7	13	6	0	4	16	8	11	8
Ppp3r1	2829	435	422	555	429	649	430	1043	325	771	457	648	619
Pno1	1565	198	205	228	188	215	159	403	177	370	218	396	324
Wdr92	3431	68	51	138	50	65	60	66	37	69	28	69	51
C1d	2957	110	88	123	80	108	104	150	67	167	106	150	136
Etaa1	4192	34	35	65	42	46	42	58	28	81	26	34	47
Gm19396	502	0	0	0	0	0	0	0	0	0	0	0	0
Meis1	3441	4	3	7	5	1	4	10	4	5	3	14	4
Gm16141	794	0	0	0	0	0	0	0	0	0	0	0	0
4933406G16Rik	1416	0	0	0	0	0	0	0	0	0	0	0	0
Gm12026	1328	0	0	1	0	1	0	0	0	0	0	0	1
Spred2	2872	103	94	117	98	134	107	154	46	130	97	92	104
Actr2	3669	2540	2326	3167	2561	2831	2410	4614	1891	3787	2422	3194	3085
Rab1	2657	853	818	1080	870	928	815	1554	563	1279	659	925	913
Cep68	4810	27	9	40	22	34	24	33	20	69	40	17	29
Slc1a4	3926	0	0	0	0	0	1	0	0	0	0	0	1
Sertad2	6027	117	149	202	185	235	180	242	88	193	143	173	224
Aftph	3957	286	308	505	468	437	350	576	211	555	326	471	415
1110067D22Rik	3635	3	1	2	1	0	0	0	1	2	4	0	4
Peli1	3485	185	217	326	276	233	206	512	181	435	289	364	365
Vps54	4712	282	264	469	440	447	356	598	190	614	321	487	597
Ugp2	3085	563	492	871	659	915	626	853	418	836	481	767	680
Mir1933	88	2	4	1	8	3	4	8	3	3	4	6	4
4932414J04Rik	3061	0	0	0	0	0	0	0	0	0	0	0	0
Mdh1	1958	353	272	433	322	320	249	436	157	323	209	364	337
Wdpcp	2443	29	8	28	18	23	12	16	13	21	8	22	11
Otx1	2825	0	0	0	0	0	0	0	0	0	0	0	0
Ehbp1	5049	82	84	69	56	118	64	111	55	53	51	50	85
Tmem17	1370	2	1	3	0	1	1	0	1	0	0	0	2
B3gnt2	2818	343	415	560	481	557	459	629	263	716	351	557	528
Commd1	818	102	120	134	110	103	117	199	90	160	135	168	132
Zrsr1	4492	48	32	57	78	58	47	37	39	40	27	26	26
Cct4	1966	484	564	566	576	595	472	1294	420	913	473	826	764
Fam161a	1937	10	6	4	7	4	7	0	0	0	0	0	1
Gm12059	3197	0	0	0	1	0	1	0	0	0	0	0	0
Xpo1	5144	757	605	921	817	1022	742	1173	447	1093	672	861	786
Usp34	12200	958	845	1219	906	1231	985	1728	540	1343	807	1034	1231
Ahsa2	3604	125	118	165	176	191	112	256	67	168	111	157	174
1700030C12Rik	1038	0	0	0	0	0	0	0	0	0	0	3	0
1700093K21Rik	1447	0	0	0	0	0	0	0	1	0	0	0	0
Gm12060	785	2	2	0	2	0	1	0	1	2	3	2	4
0610010F05Rik	4140	198	160	199	135	229	154	367	118	289	155	245	254
Pex13	4122	108	59	173	103	113	80	108	49	105	86	118	80
Pus10	3665	107	106	175	125	129	72	170	54	135	79	117	149
Rel	2584	139	193	169	174	225	210	389	122	290	209	225	233
Papolg	3764	64	78	121	62	91	77	95	54	119	58	77	86
A830031A19Rik	757	0	0	0	0	0	0	0	0	0	0	0	0
Bcl11a	7017	1	1	7	5	5	6	34	11	16	2	8	9
4933430M04Rik	743	0	0	0	0	0	0	0	0	0	0	0	0
Gm10466	2466	0	0	0	0	0	0	0	0	0	0	0	0
4933427E13Rik	1493	0	0	0	0	0	0	0	0	0	0	0	0
5730522E02Rik	1520	0	0	0	0	0	0	0	0	0	0	0	0
Fancl	1775	25	23	25	25	19	21	33	13	27	24	52	38
Vrk2	1892	40	30	85	48	58	36	88	34	61	30	49	57
Gm12070	1647	1236	1503	2429	2241	2169	1937	1835	880	1785	1000	1645	1525
Ccdc85a	6618	0	1	0	0	6	2	0	2	0	0	2	1
2810471M01Rik	1597	0	0	0	0	0	0	0	0	0	0	0	0
Mir216b	86	0	0	0	0	0	0	0	0	0	0	0	0
Mir216a	72	0	0	0	0	0	0	0	0	0	0	0	0
Mir217	108	0	0	0	0	1	0	0	0	0	0	0	0
Efemp1	2036	0	0	0	0	0	0	0	0	0	0	0	0
Pnpt1	2704	184	135	317	262	190	175	175	105	297	200	240	271
Smek2	5108	389	357	543	456	525	381	765	257	579	356	492	503
Ccdc104	1523	82	85	84	76	89	55	211	40	129	68	98	63
Ccdc88a	9263	483	801	671	786	1020	746	1877	567	1621	841	1274	1261
Prorsd1	2128	39	39	67	52	47	40	120	30	43	54	50	45
Mtif2	2748	127	96	160	99	175	131	224	79	195	131	119	138
Rps27a	821	415	454	477	407	429	390	1161	431	958	526	859	640
1700034F02Rik	2185	0	3	0	2	1	2	0	2	4	3	1	1
Rtn4	6674	880	948	1056	967	1041	821	1229	516	1099	683	841	1016
Eml6	8080	9	9	5	11	7	7	32	8	16	10	6	17
4931440F15Rik	3274	1	0	2	2	0	0	0	1	0	0	0	1
Spnb2	11019	768	636	996	815	757	656	1157	385	873	482	702	772
4930505A04Rik	925	0	0	0	0	0	0	0	0	0	0	0	0
Acyp2	671	4	3	9	5	3	6	30	0	10	3	6	4
Psme4	6442	758	546	1195	1039	1044	694	1124	400	1273	678	1068	1089
Gpr75	2926	0	0	0	0	0	0	0	0	0	0	1	1
Erlec1	3501	177	142	218	147	181	166	362	84	186	132	158	172
Asb3	3225	46	36	50	40	55	40	84	29	61	47	38	63
Chac2	1328	21	13	21	19	40	12	61	10	27	15	25	43
Stc2	1793	0	1	2	3	1	1	0	2	1	0	1	1
Bod1	1402	24	31	28	23	28	12	40	21	36	19	28	24
Cpeb4	2312	427	500	677	639	624	554	748	319	816	460	708	680
4930524B15Rik	1959	0	0	0	0	0	0	0	0	0	0	0	0
Nsg2	2243	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862121	847	0	0	0	0	0	0	0	0	0	0	0	0
Gm12108	2591	0	0	0	0	0	0	0	0	0	0	0	0
Il9r	3086	0	0	3	1	0	1	0	1	2	0	1	0
Snrnp25	833	19	12	22	35	14	20	22	13	15	10	35	9
Rhbdf1	2939	9	10	12	15	12	4	21	5	15	9	10	15
Mpg	1745	8	19	30	11	19	18	15	11	17	14	13	16
Nprl3	2316	55	45	53	66	68	45	67	24	61	33	58	66
LOC100862145	227	0	0	0	0	0	0	0	1	0	0	0	0
Hba-x	601	0	0	0	0	0	0	0	0	0	0	0	0
Hba-a1	559	183	233	238	234	0	0	924	489	0	0	0	0
Hbq1b	748	0	0	0	0	0	0	0	0	0	0	0	0
Hba-a2	563	169	220	214	222	0	0	799	489	0	0	0	0
Hbq1a	604	0	0	0	0	0	0	0	0	0	0	0	0
Sh3pxd2b	7432	1421	2133	1616	1789	2254	2112	3160	949	2123	1069	1606	1612
Ubtd2	3032	18	39	25	32	39	52	105	15	48	29	73	50
Efcab9	767	0	0	0	0	0	0	0	0	0	0	2	2
Stk10	5073	291	229	292	255	340	245	420	148	383	208	260	308
Fbxw11	4019	403	309	491	417	382	363	469	241	591	311	418	462
1700008A04Rik	606	0	0	0	0	0	0	0	0	0	0	0	0
Fgf18	1086	0	0	0	0	0	0	0	0	0	0	0	0
Npm1	1718	1105	999	1181	1024	1271	1018	1677	689	1648	1002	1555	1486
Gm12115	483	0	2	1	4	0	2	0	3	2	1	4	2
Tlx3	1532	0	0	0	0	0	0	0	0	0	0	0	0
Ranbp17	5002	0	1	0	0	0	0	0	0	6	0	1	0
Gabrp	3280	0	0	0	0	0	0	0	0	0	0	0	0
D130052B06Rik	2293	0	0	0	0	0	0	0	0	0	0	0	0
Kcnip1	2736	0	0	2	1	0	0	0	0	0	0	2	2
Kcnmb1	4188	0	0	0	0	1	1	0	0	0	0	0	0
Lcp2	3348	934	973	1496	1209	1268	1099	1845	661	1629	833	1160	1397
Foxi1	2354	0	0	0	0	0	0	0	0	0	0	0	0
Dock2	4033	290	261	399	350	347	327	486	184	490	219	341	362
Fam196b	5371	0	0	0	0	0	0	0	0	1	1	4	0
Dock2-2	2297	295	238	392	278	368	313	461	215	523	276	360	388
Ccdc99	2510	54	21	64	54	71	32	42	23	58	34	56	68
Slit3	4996	3	2	13	9	7	3	10	2	5	2	4	10
Mir218-2	110	0	0	0	0	0	0	0	0	0	0	0	0
Pank3	7365	511	416	425	383	553	405	788	286	603	415	459	447
Mir103-1	86	1	0	0	0	0	0	0	1	4	0	0	0
Fbll1	1505	0	0	0	0	0	0	0	0	0	0	0	0
Rars	2131	395	322	532	494	447	404	498	188	562	330	429	460
Wwc1	3315	0	1	2	0	1	0	0	1	0	0	0	0
Gm20157	2700	0	0	0	0	0	0	0	0	0	0	0	0
Odz2	9738	0	0	0	0	0	0	0	0	0	0	0	0
Gm12130	2453	0	0	0	0	0	0	0	0	0	0	0	0
Mat2b	2258	113	96	193	126	170	113	152	81	228	95	173	171
Hmmr	3914	3	6	7	12	8	6	7	3	16	7	12	13
Nudcd2	1602	70	67	63	70	71	71	124	39	120	79	83	94
Ccng1	3487	497	415	640	437	668	504	852	284	783	422	617	544
Gabrg2	3894	0	0	0	0	0	0	0	0	0	0	0	0
Gabra1	4147	0	0	0	0	0	0	0	0	0	0	0	0
Gabra6	2468	0	0	0	0	0	0	0	0	0	0	0	0
Gabrb2	7552	0	0	0	0	0	0	0	0	0	0	0	0
Gm9972	1804	0	0	0	0	0	0	0	0	0	0	0	0
Atp10b	6908	0	0	0	0	0	0	0	0	0	0	0	0
Mir146	65	9	6	6	3	4	4	0	4	10	6	4	8
Pttg1	1738	3	2	4	6	7	1	0	4	11	1	6	5
Slu7	3732	171	160	260	226	224	177	264	103	278	147	197	230
C1qtnf2	1211	0	0	0	0	0	0	0	0	0	0	0	0
Ccnjl	2672	0	0	0	0	0	0	0	0	0	0	0	0
Fabp6	387	0	0	0	0	0	0	0	0	0	0	0	0
Pwwp2a	5813	108	90	119	117	128	108	176	61	160	80	136	154
Ttc1	1432	119	139	217	189	170	153	220	65	169	124	200	208
Adra1b	3047	0	0	0	0	0	0	0	0	0	0	0	0
Il12b	1951	16	49	55	82	54	90	96	12	85	26	50	44
Ublcp1	2138	51	52	59	72	52	35	152	23	52	47	51	58
Rnf145	7020	144	169	241	244	205	198	335	122	296	195	194	281
Ebf1	2248	4	3	1	4	2	4	16	3	27	7	4	6
Gm12159	1447	0	0	0	0	0	0	0	0	0	0	0	0
F630206G17Rik	2398	0	2	0	0	0	0	0	0	0	0	0	0
Clint1	3398	415	419	597	444	531	414	604	225	543	314	416	443
Lsm11	6453	27	21	42	34	36	33	29	27	24	27	20	30
Thg1l	939	49	49	43	40	46	51	94	35	103	29	45	61
Sox30	2995	12	23	8	3	9	11	19	5	4	1	8	2
Adam19	6388	55	73	40	54	225	156	212	39	78	53	96	98
Nipal4	3295	2	1	2	0	2	3	11	1	0	1	3	8
Cyfip2	7029	543	416	719	490	622	494	954	486	1216	680	942	1034
C030019I05Rik	2263	0	0	0	0	0	0	0	0	0	0	0	0
Itk	4272	0	0	3	4	1	4	5	0	1	0	0	4
Gm12167	578	0	0	0	0	0	0	0	0	0	0	0	0
Fam71b	2185	1	0	3	0	0	0	0	0	0	0	2	0
Med7	2574	58	52	94	56	85	56	89	33	143	62	76	82
Havcr2	2725	202	56	144	59	43	31	51	21	46	31	23	18
Gm12169	1026	0	0	0	0	0	0	0	0	0	0	0	0
Gm12171	327	0	0	0	0	0	0	0	0	0	0	0	0
BC053393	2043	0	0	0	0	0	0	0	0	0	0	0	0
Dppa1	2350	0	0	0	0	0	0	0	0	0	0	0	0
Gm4926	1620	0	0	0	0	0	0	0	0	0	0	0	0
Timd2	3384	0	1	0	0	0	0	0	0	1	0	0	0
Gm12174	893	13	10	17	21	13	5	11	10	33	17	22	26
Havcr1	2098	0	5	1	6	10	5	9	0	1	0	1	0
Timd4	2175	1	0	7	3	3	4	0	5	4	4	1	0
Sgcd	1399	0	0	0	2	1	0	0	0	0	0	0	0
Gm20181	531	0	1	0	0	0	0	0	1	0	0	2	1
Gnb2l1	1254	1027	931	1304	1027	1085	977	1623	730	1440	899	1457	1273
Snord96a	77	5	7	13	7	8	6	32	4	5	5	19	14
Snord95	68	1	3	0	3	5	3	20	6	1	0	3	2
Trim41	3470	147	130	185	134	161	130	210	75	170	112	124	156
Trim7	1366	2	2	3	3	6	3	6	2	2	0	0	1
LOC100861855	3754	0	0	0	0	0	0	0	0	0	0	0	0
Irgm1	2227	509	603	2918	2529	1284	1308	608	367	1975	766	1534	1801
Gm5431	2971	20	18	346	350	92	129	61	32	210	73	134	200
Gm12185	5264	2	2	98	127	27	22	0	8	34	9	23	43
9930111J21Rik1	3863	115	96	593	711	297	278	159	94	348	192	222	326
Tgtp1	2809	41	44	3463	2291	520	619	27	32	966	239	640	1083
9930111J21Rik2	2403	73	65	375	450	242	200	144	73	263	149	187	219
Olfr56	1930	6	7	140	129	32	64	3	2	26	22	16	46
Tgtp2	2816	71	95	4438	3338	1068	1222	70	58	1736	432	1157	1895
Ifi47	1673	103	147	1272	1120	471	601	199	96	843	307	703	916
Olfr1396	981	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1395	954	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1394	939	0	0	0	0	0	0	0	0	0	0	0	0
Btnl9	2463	0	0	0	0	0	0	0	0	0	0	0	0
Zfp62	4027	181	131	274	186	283	205	460	128	307	182	235	277
Mgat1	3315	312	292	425	350	380	322	469	190	446	241	340	313
